Timestamp,DeviceID,SiteID,Status,PayloadXML
2026-01-01 13:00:00,DEV005,S01,OK,"<Reading><Temperature unit=""C"">54.6</Temperature><Humidity unit=""percent"">47.2</Humidity><Energy unit=""kWh"">8.04</Energy><Battery>20</Battery><Alert></Alert><Location><Zone>Z1</Zone><Floor>1</Floor></Location></Reading>"
2026-01-01 14:00:00,DEV006,S02,OK,"<Reading><Temperature unit=""C"">80.9</Temperature><Humidity unit=""percent"">78.0</Humidity><Energy unit=""kWh"">10.68</Energy><Battery>74</Battery><Alert></Alert><Location><Zone>Z2</Zone><Floor>2</Floor></Location></Reading>"
2026-01-01 15:00:00,DEV007,S03,OK,"<Reading><Temperature unit=""C"">36.4</Temperature><Humidity unit=""percent"">75.2</Humidity><Energy unit=""kWh"">8.5</Energy><Battery>79</Battery><Alert></Alert><Location><Zone>Z3</Zone><Floor>3</Floor></Location></Reading>"
2026-01-01 16:00:00,DEV008,S04,OK,"<Reading><Temperature unit=""C"">25.3</Temperature><Humidity unit=""percent"">47.5</Humidity><Energy unit=""kWh"">10.26</Energy><Battery>78</Battery><Alert></Alert><Location><Zone>Z4</Zone><Floor>1</Floor></Location></Reading>"
2026-01-01 17:00:00,DEV001,S05,OK,"<Reading><Temperature unit=""C"">30.8</Temperature><Humidity unit=""percent"">58.2</Humidity><Energy unit=""kWh"">6.61</Energy><Battery>91</Battery><Alert></Alert><Location><Zone>Z1</Zone><Floor>2</Floor></Location></Reading>"
2026-01-01 18:00:00,DEV002,S06,OK,"<Reading><Temperature unit=""C"">61.3</Temperature><Humidity unit=""percent"">82.5</Humidity><Energy unit=""kWh"">10.75</Energy><Battery>98</Battery><Alert></Alert><Location><Zone>Z2</Zone><Floor>3</Floor></Location></Reading>"
2026-01-01 19:00:00,DEV003,S01,OK,"<Reading><Temperature unit=""C"">75.8</Temperature><Humidity unit=""percent"">79.6</Humidity><Energy unit=""kWh"">5.41</Energy><Battery>90</Battery><Alert>HighTemp</Alert><Location><Zone>Z3</Zone><Floor>1</Floor></Location></Reading>"
2026-01-01 20:00:00,DEV004,S02,OK,"<Reading><Temperature unit=""C"">51.4</Temperature><Humidity unit=""percent"">43.0</Humidity><Energy unit=""kWh"">10.41</Energy><Battery>77</Battery><Alert></Alert><Location><Zone>Z4</Zone><Floor>2</Floor></Location></Reading>"
2026-01-01 21:00:00,DEV005,S03,OK,"<Reading><Temperature unit=""C"">39.1</Temperature><Humidity unit=""percent"">47.4</Humidity><Energy unit=""kWh"">7.83</Energy><Battery>86</Battery><Alert></Alert><Location><Zone>Z1</Zone><Floor>3</Floor></Location></Reading>"
2026-01-01 22:00:00,DEV006,S04,WARN,"<Reading><Temperature unit=""C"">54.0</Temperature><Humidity unit=""percent"">47.0</Humidity><Energy unit=""kWh"">5.56</Energy><Battery>56</Battery><Alert></Alert><Location><Zone>Z2</Zone><Floor>1</Floor></Location></Reading>"
2026-01-01 23:00:00,DEV007,S05,OK,"<Reading><Temperature unit=""C"">37.5</Temperature><Humidity unit=""percent"">51.8</Humidity><Energy unit=""kWh"">10.77</Energy><Battery>30</Battery><Alert></Alert><Location><Zone>Z3</Zone><Floor>2</Floor></Location></Reading>"
2026-01-02 00:00:00,DEV008,S06,OK,"<Reading><Temperature unit=""C"">31.1</Temperature><Humidity unit=""percent"">46.6</Humidity><Energy unit=""kWh"">8.48</Energy><Battery>47</Battery><Alert></Alert><Location><Zone>Z4</Zone><Floor>3</Floor></Location></Reading>"
2026-01-02 01:00:00,DEV001,S01,OK,"<Reading><Temperature unit=""C"">26.2</Temperature><Humidity unit=""percent"">55.4</Humidity><Energy unit=""kWh"">6.74</Energy><Battery>73</Battery><Alert></Alert><Location><Zone>Z1</Zone><Floor>1</Floor></Location></Reading>"
2026-01-02 02:00:00,DEV002,S02,OK,"<Reading><Temperature unit=""C"">26.1</Temperature><Humidity unit=""percent"">76.6</Humidity><Energy unit=""kWh"">4.98</Energy><Battery>94</Battery><Alert></Alert><Location><Zone>Z2</Zone><Floor>2</Floor></Location></Reading>"
2026-01-02 03:00:00,DEV003,S03,OK,"<Reading><Temperature unit=""C"">84.4</Temperature><Humidity unit=""percent"">36.0</Humidity><Energy unit=""kWh"">10.63</Energy><Battery>93</Battery><Alert></Alert><Location><Zone>Z3</Zone><Floor>3</Floor></Location></Reading>"
2026-01-02 04:00:00,DEV004,S04,OK,"<Reading><Temperature unit=""C"">47.1</Temperature><Humidity unit=""percent"">35.3</Humidity><Energy unit=""kWh"">4.55</Energy><Battery>69</Battery><Alert></Alert><Location><Zone>Z4</Zone><Floor>1</Floor></Location></Reading>"
2026-01-02 05:00:00,DEV005,S05,OK,"<Reading><Temperature unit=""C"">78.3</Temperature><Humidity unit=""percent"">82.7</Humidity><Energy unit=""kWh"">5.32</Energy><Battery>89</Battery><Alert></Alert><Location><Zone>Z1</Zone><Floor>2</Floor></Location></Reading>"
2026-01-02 06:00:00,DEV006,S06,OK,"<Reading><Temperature unit=""C"">74.8</Temperature><Humidity unit=""percent"">79.9</Humidity><Energy unit=""kWh"">6.11</Energy><Battery>54</Battery><Alert></Alert><Location><Zone>Z2</Zone><Floor>3</Floor></Location></Reading>"
2026-01-02 07:00:00,DEV007,S01,OK,"<Reading><Temperature unit=""C"">50.8</Temperature><Humidity unit=""percent"">36.5</Humidity><Energy unit=""kWh"">4.37</Energy><Battery>71</Battery><Alert></Alert><Location><Zone>Z3</Zone><Floor>1</Floor></Location></Reading>"
2026-01-02 08:00:00,DEV008,S02,OK,"<Reading><Temperature unit=""C"">69.8</Temperature><Humidity unit=""percent"">77.0</Humidity><Energy unit=""kWh"">11.07</Energy><Battery>99</Battery><Alert></Alert><Location><Zone>Z4</Zone><Floor>2</Floor></Location></Reading>"
2026-01-02 09:00:00,DEV001,S03,WARN,"<Reading><Temperature unit=""C"">57.3</Temperature><Humidity unit=""percent"">80.3</Humidity><Energy unit=""kWh"">7.31</Energy><Battery>23</Battery><Alert></Alert><Location><Zone>Z1</Zone><Floor>3</Floor></Location></Reading>"
2026-01-02 10:00:00,DEV002,S04,OK,"<Reading><Temperature unit=""C"">27.5</Temperature><Humidity unit=""percent"">56.4</Humidity><Energy unit=""kWh"">10.47</Energy><Battery>43</Battery><Alert></Alert><Location><Zone>Z2</Zone><Floor>1</Floor></Location></Reading>"
2026-01-02 11:00:00,DEV003,S05,OK,"<Reading><Temperature unit=""C"">25.3</Temperature><Humidity unit=""percent"">54.0</Humidity><Energy unit=""kWh"">2.93</Energy><Battery>61</Battery><Alert></Alert><Location><Zone>Z3</Zone><Floor>2</Floor></Location></Reading>"
2026-01-02 12:00:00,DEV004,S06,OK,"<Reading><Temperature unit=""C"">44.3</Temperature><Humidity unit=""percent"">79.0</Humidity><Energy unit=""kWh"">3.7</Energy><Battery>73</Battery><Alert></Alert><Location><Zone>Z4</Zone><Floor>3</Floor></Location></Reading>"
2026-01-02 13:00:00,DEV005,S01,OK,"<Reading><Temperature unit=""C"">38.6</Temperature><Humidity unit=""percent"">39.1</Humidity><Energy unit=""kWh"">0.72</Energy><Battery>89</Battery><Alert></Alert><Location><Zone>Z1</Zone><Floor>1</Floor></Location></Reading>"
2026-01-02 14:00:00,DEV006,S02,OK,"<Reading><Temperature unit=""C"">25.4</Temperature><Humidity unit=""percent"">82.6</Humidity><Energy unit=""kWh"">3.08</Energy><Battery>28</Battery><Alert>HighTemp</Alert><Location><Zone>Z2</Zone><Floor>2</Floor></Location></Reading>"
2026-01-02 15:00:00,DEV007,S03,OK,"<Reading><Temperature unit=""C"">73.6</Temperature><Humidity unit=""percent"">67.6</Humidity><Energy unit=""kWh"">9.17</Energy><Battery>51</Battery><Alert></Alert><Location><Zone>Z3</Zone><Floor>3</Floor></Location></Reading>"
2026-01-02 16:00:00,DEV008,S04,OK,"<Reading><Temperature unit=""C"">35.2</Temperature><Humidity unit=""percent"">36.0</Humidity><Energy unit=""kWh"">2.25</Energy><Battery>36</Battery><Alert></Alert><Location><Zone>Z4</Zone><Floor>1</Floor></Location></Reading>"
2026-01-02 17:00:00,DEV001,S05,OK,"<Reading><Temperature unit=""C"">53.3</Temperature><Humidity unit=""percent"">40.7</Humidity><Energy unit=""kWh"">11.4</Energy><Battery>79</Battery><Alert></Alert><Location><Zone>Z1</Zone><Floor>2</Floor></Location></Reading>"
2026-01-02 18:00:00,DEV002,S06,OK,"<Reading><Temperature unit=""C"">68.2</Temperature><Humidity unit=""percent"">73.3</Humidity><Energy unit=""kWh"">2.43</Energy><Battery>97</Battery><Alert></Alert><Location><Zone>Z2</Zone><Floor>3</Floor></Location></Reading>"
2026-01-02 19:00:00,DEV003,S01,OK,"<Reading><Temperature unit=""C"">85.6</Temperature><Humidity unit=""percent"">70.9</Humidity><Energy unit=""kWh"">9.44</Energy><Battery>40</Battery><Alert></Alert><Location><Zone>Z3</Zone><Floor>1</Floor></Location></Reading>"
2026-01-02 20:00:00,DEV004,S02,WARN,"<Reading><Temperature unit=""C"">85.7</Temperature><Humidity unit=""percent"">40.4</Humidity><Energy unit=""kWh"">0.8</Energy><Battery>59</Battery><Alert></Alert><Location><Zone>Z4</Zone><Floor>2</Floor></Location></Reading>"
2026-01-02 21:00:00,DEV005,S03,OK,"<Reading><Temperature unit=""C"">60.0</Temperature><Humidity unit=""percent"">80.4</Humidity><Energy unit=""kWh"">4.82</Energy><Battery>45</Battery><Alert></Alert><Location><Zone>Z1</Zone><Floor>3</Floor></Location></Reading>"
2026-01-02 22:00:00,DEV006,S04,OK,"<Reading><Temperature unit=""C"">27.0</Temperature><Humidity unit=""percent"">69.5</Humidity><Energy unit=""kWh"">7.71</Energy><Battery>33</Battery><Alert></Alert><Location><Zone>Z2</Zone><Floor>1</Floor></Location></Reading>"
2026-01-02 23:00:00,DEV007,S05,OK,"<Reading><Temperature unit=""C"">68.0</Temperature><Humidity unit=""percent"">50.1</Humidity><Energy unit=""kWh"">8.37</Energy><Battery>35</Battery><Alert></Alert><Location><Zone>Z3</Zone><Floor>2</Floor></Location></Reading>"
2026-01-03 00:00:00,DEV008,S06,OK,"<Reading><Temperature unit=""C"">74.6</Temperature><Humidity unit=""percent"">63.3</Humidity><Energy unit=""kWh"">0.97</Energy><Battery>88</Battery><Alert></Alert><Location><Zone>Z4</Zone><Floor>3</Floor></Location></Reading>"
2026-01-03 01:00:00,DEV001,S01,OK,"<Reading><Temperature unit=""C"">50.3</Temperature><Humidity unit=""percent"">53.5</Humidity><Energy unit=""kWh"">6.32</Energy><Battery>63</Battery><Alert></Alert><Location><Zone>Z1</Zone><Floor>1</Floor></Location></Reading>"
2026-01-03 02:00:00,DEV002,S02,OK,"<Reading><Temperature unit=""C"">22.8</Temperature><Humidity unit=""percent"">56.0</Humidity><Energy unit=""kWh"">6.14</Energy><Battery>75</Battery><Alert></Alert><Location><Zone>Z2</Zone><Floor>2</Floor></Location></Reading>"
2026-01-03 03:00:00,DEV003,S03,OK,"<Reading><Temperature unit=""C"">85.4</Temperature><Humidity unit=""percent"">66.8</Humidity><Energy unit=""kWh"">10.03</Energy><Battery>39</Battery><Alert></Alert><Location><Zone>Z3</Zone><Floor>3</Floor></Location></Reading>"
2026-01-03 04:00:00,DEV004,S04,OK,"<Reading><Temperature unit=""C"">50.7</Temperature><Humidity unit=""percent"">71.7</Humidity><Energy unit=""kWh"">11.6</Energy><Battery>54</Battery><Alert></Alert><Location><Zone>Z4</Zone><Floor>1</Floor></Location></Reading>"
2026-01-03 05:00:00,DEV005,S05,OK,"<Reading><Temperature unit=""C"">62.7</Temperature><Humidity unit=""percent"">81.0</Humidity><Energy unit=""kWh"">9.41</Energy><Battery>79</Battery><Alert></Alert><Location><Zone>Z1</Zone><Floor>2</Floor></Location></Reading>"
2026-01-03 06:00:00,DEV006,S06,OK,"<Reading><Temperature unit=""C"">50.7</Temperature><Humidity unit=""percent"">71.6</Humidity><Energy unit=""kWh"">3.59</Energy><Battery>51</Battery><Alert></Alert><Location><Zone>Z2</Zone><Floor>3</Floor></Location></Reading>"
2026-01-03 07:00:00,DEV007,S01,WARN,"<Reading><Temperature unit=""C"">76.8</Temperature><Humidity unit=""percent"">39.3</Humidity><Energy unit=""kWh"">10.64</Energy><Battery>51</Battery><Alert></Alert><Location><Zone>Z3</Zone><Floor>1</Floor></Location></Reading>"
2026-01-03 08:00:00,DEV008,S02,OK,"<Reading><Temperature unit=""C"">71.5</Temperature><Humidity unit=""percent"">63.5</Humidity><Energy unit=""kWh"">8.18</Energy><Battery>63</Battery><Alert></Alert><Location><Zone>Z4</Zone><Floor>2</Floor></Location></Reading>"
2026-01-03 09:00:00,DEV001,S03,OK,"<Reading><Temperature unit=""C"">23.9</Temperature><Humidity unit=""percent"">77.5</Humidity><Energy unit=""kWh"">2.59</Energy><Battery>47</Battery><Alert>HighTemp</Alert><Location><Zone>Z1</Zone><Floor>3</Floor></Location></Reading>"
2026-01-03 10:00:00,DEV002,S04,OK,"<Reading><Temperature unit=""C"">45.4</Temperature><Humidity unit=""percent"">47.9</Humidity><Energy unit=""kWh"">3.72</Energy><Battery>96</Battery><Alert></Alert><Location><Zone>Z2</Zone><Floor>1</Floor></Location></Reading>"
2026-01-03 11:00:00,DEV003,S05,OK,"<Reading><Temperature unit=""C"">68.3</Temperature><Humidity unit=""percent"">48.8</Humidity><Energy unit=""kWh"">0.62</Energy><Battery>44</Battery><Alert></Alert><Location><Zone>Z3</Zone><Floor>2</Floor></Location></Reading>"
2026-01-03 12:00:00,DEV004,S06,OK,"<Reading><Temperature unit=""C"">27.7</Temperature><Humidity unit=""percent"">71.0</Humidity><Energy unit=""kWh"">6.12</Energy><Battery>50</Battery><Alert></Alert><Location><Zone>Z4</Zone><Floor>3</Floor></Location></Reading>"
2026-01-03 13:00:00,DEV005,S01,OK,"<Reading><Temperature unit=""C"">67.6</Temperature><Humidity unit=""percent"">67.3</Humidity><Energy unit=""kWh"">6.14</Energy><Battery>22</Battery><Alert></Alert><Location><Zone>Z1</Zone><Floor>1</Floor></Location></Reading>"
2026-01-03 14:00:00,DEV006,S02,OK,"<Reading><Temperature unit=""C"">28.1</Temperature><Humidity unit=""percent"">46.1</Humidity><Energy unit=""kWh"">8.46</Energy><Battery>59</Battery><Alert></Alert><Location><Zone>Z2</Zone><Floor>2</Floor></Location></Reading>"
2026-01-03 15:00:00,DEV007,S03,OK,"<Reading><Temperature unit=""C"">65.8</Temperature><Humidity unit=""percent"">53.5</Humidity><Energy unit=""kWh"">6.86</Energy><Battery>64</Battery><Alert></Alert><Location><Zone>Z3</Zone><Floor>3</Floor></Location></Reading>"
2026-01-03 16:00:00,DEV008,S04,OK,"<Reading><Temperature unit=""C"">50.1</Temperature><Humidity unit=""percent"">72.3</Humidity><Energy unit=""kWh"">4.3</Energy><Battery>78</Battery><Alert></Alert><Location><Zone>Z4</Zone><Floor>1</Floor></Location></Reading>"
2026-01-03 17:00:00,DEV001,S05,OK,"<Reading><Temperature unit=""C"">39.9</Temperature><Humidity unit=""percent"">47.6</Humidity><Energy unit=""kWh"">1.89</Energy><Battery>44</Battery><Alert></Alert><Location><Zone>Z1</Zone><Floor>2</Floor></Location></Reading>"
2026-01-03 18:00:00,DEV002,S06,WARN,"<Reading><Temperature unit=""C"">42.8</Temperature><Humidity unit=""percent"">72.1</Humidity><Energy unit=""kWh"">11.44</Energy><Battery>43</Battery><Alert></Alert><Location><Zone>Z2</Zone><Floor>3</Floor></Location></Reading>"
2026-01-03 19:00:00,DEV003,S01,OK,"<Reading><Temperature unit=""C"">34.6</Temperature><Humidity unit=""percent"">71.9</Humidity><Energy unit=""kWh"">3.68</Energy><Battery>95</Battery><Alert></Alert><Location><Zone>Z3</Zone><Floor>1</Floor></Location></Reading>"
2026-01-03 20:00:00,DEV004,S02,OK,"<Reading><Temperature unit=""C"">86.5</Temperature><Humidity unit=""percent"">61.2</Humidity><Energy unit=""kWh"">3.75</Energy><Battery>32</Battery><Alert></Alert><Location><Zone>Z4</Zone><Floor>2</Floor></Location></Reading>"
2026-01-03 21:00:00,DEV005,S03,OK,"<Reading><Temperature unit=""C"">77.0</Temperature><Humidity unit=""percent"">49.8</Humidity><Energy unit=""kWh"">4.65</Energy><Battery>58</Battery><Alert></Alert><Location><Zone>Z1</Zone><Floor>3</Floor></Location></Reading>"
2026-01-03 22:00:00,DEV006,S04,OK,"<Reading><Temperature unit=""C"">22.9</Temperature><Humidity unit=""percent"">61.7</Humidity><Energy unit=""kWh"">3.65</Energy><Battery>26</Battery><Alert></Alert><Location><Zone>Z2</Zone><Floor>1</Floor></Location></Reading>"
2026-01-03 23:00:00,DEV007,S05,OK,"<Reading><Temperature unit=""C"">58.5</Temperature><Humidity unit=""percent"">69.9</Humidity><Energy unit=""kWh"">1.95</Energy><Battery>82</Battery><Alert></Alert><Location><Zone>Z3</Zone><Floor>2</Floor></Location></Reading>"
2026-01-04 00:00:00,DEV008,S06,OK,"<Reading><Temperature unit=""C"">28.8</Temperature><Humidity unit=""percent"">35.6</Humidity><Energy unit=""kWh"">3.77</Energy><Battery>81</Battery><Alert></Alert><Location><Zone>Z4</Zone><Floor>3</Floor></Location></Reading>"
2026-01-04 01:00:00,DEV001,S01,OK,"<Reading><Temperature unit=""C"">51.1</Temperature><Humidity unit=""percent"">44.2</Humidity><Energy unit=""kWh"">1.09</Energy><Battery>81</Battery><Alert></Alert><Location><Zone>Z1</Zone><Floor>1</Floor></Location></Reading>"
2026-01-04 02:00:00,DEV002,S02,OK,"<Reading><Temperature unit=""C"">29.5</Temperature><Humidity unit=""percent"">38.3</Humidity><Energy unit=""kWh"">6.16</Energy><Battery>93</Battery><Alert></Alert><Location><Zone>Z2</Zone><Floor>2</Floor></Location></Reading>"
2026-01-04 03:00:00,DEV003,S03,OK,"<Reading><Temperature unit=""C"">63.5</Temperature><Humidity unit=""percent"">37.7</Humidity><Energy unit=""kWh"">2.22</Energy><Battery>92</Battery><Alert></Alert><Location><Zone>Z3</Zone><Floor>3</Floor></Location></Reading>"
2026-01-04 04:00:00,DEV004,S04,OK,"<Reading><Temperature unit=""C"">84.6</Temperature><Humidity unit=""percent"">39.3</Humidity><Energy unit=""kWh"">3.35</Energy><Battery>91</Battery><Alert>HighTemp</Alert><Location><Zone>Z4</Zone><Floor>1</Floor></Location></Reading>"
2026-01-04 05:00:00,DEV005,S05,WARN,"<Reading><Temperature unit=""C"">72.5</Temperature><Humidity unit=""percent"">65.3</Humidity><Energy unit=""kWh"">9.59</Energy><Battery>48</Battery><Alert></Alert><Location><Zone>Z1</Zone><Floor>2</Floor></Location></Reading>"
2026-01-04 06:00:00,DEV006,S06,OK,"<Reading><Temperature unit=""C"">73.2</Temperature><Humidity unit=""percent"">54.0</Humidity><Energy unit=""kWh"">10.95</Energy><Battery>58</Battery><Alert></Alert><Location><Zone>Z2</Zone><Floor>3</Floor></Location></Reading>"
2026-01-04 07:00:00,DEV007,S01,OK,"<Reading><Temperature unit=""C"">78.8</Temperature><Humidity unit=""percent"">84.5</Humidity><Energy unit=""kWh"">4.01</Energy><Battery>99</Battery><Alert></Alert><Location><Zone>Z3</Zone><Floor>1</Floor></Location></Reading>"
2026-01-04 08:00:00,DEV008,S02,OK,"<Reading><Temperature unit=""C"">26.0</Temperature><Humidity unit=""percent"">83.0</Humidity><Energy unit=""kWh"">1.64</Energy><Battery>46</Battery><Alert></Alert><Location><Zone>Z4</Zone><Floor>2</Floor></Location></Reading>"
2026-01-04 09:00:00,DEV001,S03,OK,"<Reading><Temperature unit=""C"">63.3</Temperature><Humidity unit=""percent"">48.2</Humidity><Energy unit=""kWh"">1.43</Energy><Battery>50</Battery><Alert></Alert><Location><Zone>Z1</Zone><Floor>3</Floor></Location></Reading>"
2026-01-04 10:00:00,DEV002,S04,OK,"<Reading><Temperature unit=""C"">33.5</Temperature><Humidity unit=""percent"">38.8</Humidity><Energy unit=""kWh"">0.53</Energy><Battery>77</Battery><Alert></Alert><Location><Zone>Z2</Zone><Floor>1</Floor></Location></Reading>"
2026-01-04 11:00:00,DEV003,S05,OK,"<Reading><Temperature unit=""C"">67.5</Temperature><Humidity unit=""percent"">58.5</Humidity><Energy unit=""kWh"">0.88</Energy><Battery>56</Battery><Alert></Alert><Location><Zone>Z3</Zone><Floor>2</Floor></Location></Reading>"
2026-01-04 12:00:00,DEV004,S06,OK,"<Reading><Temperature unit=""C"">68.7</Temperature><Humidity unit=""percent"">70.1</Humidity><Energy unit=""kWh"">5.72</Energy><Battery>49</Battery><Alert></Alert><Location><Zone>Z4</Zone><Floor>3</Floor></Location></Reading>"
2026-01-04 13:00:00,DEV005,S01,OK,"<Reading><Temperature unit=""C"">83.0</Temperature><Humidity unit=""percent"">74.4</Humidity><Energy unit=""kWh"">7.69</Energy><Battery>45</Battery><Alert></Alert><Location><Zone>Z1</Zone><Floor>1</Floor></Location></Reading>"
2026-01-04 14:00:00,DEV006,S02,OK,"<Reading><Temperature unit=""C"">50.1</Temperature><Humidity unit=""percent"">62.2</Humidity><Energy unit=""kWh"">7.95</Energy><Battery>54</Battery><Alert></Alert><Location><Zone>Z2</Zone><Floor>2</Floor></Location></Reading>"
2026-01-04 15:00:00,DEV007,S03,OK,"<Reading><Temperature unit=""C"">76.6</Temperature><Humidity unit=""percent"">38.6</Humidity><Energy unit=""kWh"">2.41</Energy><Battery>59</Battery><Alert></Alert><Location><Zone>Z3</Zone><Floor>3</Floor></Location></Reading>"
2026-01-04 16:00:00,DEV008,S04,WARN,"<Reading><Temperature unit=""C"">61.3</Temperature><Humidity unit=""percent"">76.2</Humidity><Energy unit=""kWh"">11.09</Energy><Battery>76</Battery><Alert></Alert><Location><Zone>Z4</Zone><Floor>1</Floor></Location></Reading>"
2026-01-04 17:00:00,DEV001,S05,OK,"<Reading><Temperature unit=""C"">30.2</Temperature><Humidity unit=""percent"">69.4</Humidity><Energy unit=""kWh"">8.55</Energy><Battery>54</Battery><Alert></Alert><Location><Zone>Z1</Zone><Floor>2</Floor></Location></Reading>"
2026-01-04 18:00:00,DEV002,S06,OK,"<Reading><Temperature unit=""C"">55.0</Temperature><Humidity unit=""percent"">59.7</Humidity><Energy unit=""kWh"">1.43</Energy><Battery>25</Battery><Alert></Alert><Location><Zone>Z2</Zone><Floor>3</Floor></Location></Reading>"
2026-01-04 19:00:00,DEV003,S01,OK,"<Reading><Temperature unit=""C"">80.7</Temperature><Humidity unit=""percent"">71.7</Humidity><Energy unit=""kWh"">7.44</Energy><Battery>23</Battery><Alert></Alert><Location><Zone>Z3</Zone><Floor>1</Floor></Location></Reading>"
2026-01-04 20:00:00,DEV004,S02,OK,"<Reading><Temperature unit=""C"">28.0</Temperature><Humidity unit=""percent"">83.1</Humidity><Energy unit=""kWh"">10.11</Energy><Battery>93</Battery><Alert></Alert><Location><Zone>Z4</Zone><Floor>2</Floor></Location></Reading>"
2026-01-04 21:00:00,DEV005,S03,OK,"<Reading><Temperature unit=""C"">60.8</Temperature><Humidity unit=""percent"">36.0</Humidity><Energy unit=""kWh"">9.29</Energy><Battery>54</Battery><Alert></Alert><Location><Zone>Z1</Zone><Floor>3</Floor></Location></Reading>"
2026-01-04 22:00:00,DEV006,S04,OK,"<Reading><Temperature unit=""C"">60.0</Temperature><Humidity unit=""percent"">73.2</Humidity><Energy unit=""kWh"">2.51</Energy><Battery>86</Battery><Alert></Alert><Location><Zone>Z2</Zone><Floor>1</Floor></Location></Reading>"
2026-01-04 23:00:00,DEV007,S05,OK,"<Reading><Temperature unit=""C"">65.0</Temperature><Humidity unit=""percent"">80.8</Humidity><Energy unit=""kWh"">2.59</Energy><Battery>94</Battery><Alert>HighTemp</Alert><Location><Zone>Z3</Zone><Floor>2</Floor></Location></Reading>"
2026-01-05 00:00:00,DEV008,S06,OK,"<Reading><Temperature unit=""C"">50.8</Temperature><Humidity unit=""percent"">75.7</Humidity><Energy unit=""kWh"">11.64</Energy><Battery>80</Battery><Alert></Alert><Location><Zone>Z4</Zone><Floor>3</Floor></Location></Reading>"
2026-01-05 01:00:00,DEV001,S01,OK,"<Reading><Temperature unit=""C"">45.0</Temperature><Humidity unit=""percent"">51.7</Humidity><Energy unit=""kWh"">8.21</Energy><Battery>40</Battery><Alert></Alert><Location><Zone>Z1</Zone><Floor>1</Floor></Location></Reading>"
