Timestamp,DeviceID,SiteID,Status,PayloadJSON
2026-01-01 21:00:00,DEV005,S03,OK,"{""temperature"":31.4,""humidity"":42.0,""energyKWh"":9.07,""battery"":88,""alert"":null,""location"":{""zone"":""Z1"",""floor"":3}}"
2026-01-01 22:00:00,DEV006,S04,OK,"{""temperature"":39.3,""humidity"":64.2,""energyKWh"":10.82,""battery"":71,""alert"":null,""location"":{""zone"":""Z2"",""floor"":1}}"
2026-01-01 23:00:00,DEV007,S05,OK,"{""temperature"":45.9,""humidity"":84.9,""energyKWh"":2.09,""battery"":83,""alert"":null,""location"":{""zone"":""Z3"",""floor"":2}}"
2026-01-02 00:00:00,DEV008,S06,OK,"{""temperature"":28.0,""humidity"":37.4,""energyKWh"":1.76,""battery"":100,""alert"":null,""location"":{""zone"":""Z4"",""floor"":3}}"
2026-01-02 01:00:00,DEV001,S01,OK,"{""temperature"":32.6,""humidity"":69.0,""energyKWh"":7.36,""battery"":69,""alert"":null,""location"":{""zone"":""Z1"",""floor"":1}}"
2026-01-02 02:00:00,DEV002,S02,WARN,"{""temperature"":47.2,""humidity"":84.8,""energyKWh"":6.58,""battery"":90,""alert"":null,""location"":{""zone"":""Z2"",""floor"":2}}"
2026-01-02 03:00:00,DEV003,S03,OK,"{""temperature"":78.8,""humidity"":35.6,""energyKWh"":8.79,""battery"":88,""alert"":null,""location"":{""zone"":""Z3"",""floor"":3}}"
2026-01-02 04:00:00,DEV004,S04,OK,"{""temperature"":71.6,""humidity"":73.4,""energyKWh"":4.41,""battery"":57,""alert"":null,""location"":{""zone"":""Z4"",""floor"":1}}"
2026-01-02 05:00:00,DEV005,S05,OK,"{""temperature"":50.7,""humidity"":57.7,""energyKWh"":11.47,""battery"":53,""alert"":null,""location"":{""zone"":""Z1"",""floor"":2}}"
2026-01-02 06:00:00,DEV006,S06,OK,"{""temperature"":86.1,""humidity"":73.1,""energyKWh"":6.34,""battery"":33,""alert"":null,""location"":{""zone"":""Z2"",""floor"":3}}"
2026-01-02 07:00:00,DEV007,S01,OK,"{""temperature"":79.5,""humidity"":49.9,""energyKWh"":7.85,""battery"":97,""alert"":null,""location"":{""zone"":""Z3"",""floor"":1}}"
2026-01-02 08:00:00,DEV008,S02,OK,"{""temperature"":35.1,""humidity"":53.7,""energyKWh"":2.36,""battery"":87,""alert"":null,""location"":{""zone"":""Z4"",""floor"":2}}"
2026-01-02 09:00:00,DEV001,S03,OK,"{""temperature"":82.6,""humidity"":64.9,""energyKWh"":6.12,""battery"":34,""alert"":null,""location"":{""zone"":""Z1"",""floor"":3}}"
2026-01-02 10:00:00,DEV002,S04,OK,"{""temperature"":83.3,""humidity"":78.9,""energyKWh"":10.06,""battery"":59,""alert"":""HighTemp"",""location"":{""zone"":""Z2"",""floor"":1}}"
2026-01-02 11:00:00,DEV003,S05,OK,"{""temperature"":37.8,""humidity"":47.0,""energyKWh"":7.02,""battery"":30,""alert"":null,""location"":{""zone"":""Z3"",""floor"":2}}"
2026-01-02 12:00:00,DEV004,S06,OK,"{""temperature"":27.7,""humidity"":59.3,""energyKWh"":1.3,""battery"":88,""alert"":null,""location"":{""zone"":""Z4"",""floor"":3}}"
2026-01-02 13:00:00,DEV005,S01,OK,"{""temperature"":72.5,""humidity"":41.4,""energyKWh"":5.97,""battery"":90,""alert"":null,""location"":{""zone"":""Z1"",""floor"":1}}"
2026-01-02 14:00:00,DEV006,S02,OK,"{""temperature"":32.9,""humidity"":61.4,""energyKWh"":7.48,""battery"":47,""alert"":null,""location"":{""zone"":""Z2"",""floor"":2}}"
2026-01-02 15:00:00,DEV007,S03,WARN,"{""temperature"":83.3,""humidity"":72.8,""energyKWh"":8.43,""battery"":59,""alert"":null,""location"":{""zone"":""Z3"",""floor"":3}}"
2026-01-02 16:00:00,DEV008,S04,OK,"{""temperature"":48.3,""humidity"":68.6,""energyKWh"":4.79,""battery"":86,""alert"":null,""location"":{""zone"":""Z4"",""floor"":1}}"
2026-01-02 17:00:00,DEV001,S05,OK,"{""temperature"":51.8,""humidity"":47.4,""energyKWh"":1.24,""battery"":22,""alert"":null,""location"":{""zone"":""Z1"",""floor"":2}}"
2026-01-02 18:00:00,DEV002,S06,OK,"{""temperature"":60.8,""humidity"":46.5,""energyKWh"":3.03,""battery"":29,""alert"":null,""location"":{""zone"":""Z2"",""floor"":3}}"
2026-01-02 19:00:00,DEV003,S01,OK,"{""temperature"":68.7,""humidity"":37.9,""energyKWh"":1.28,""battery"":24,""alert"":null,""location"":{""zone"":""Z3"",""floor"":1}}"
2026-01-02 20:00:00,DEV004,S02,OK,"{""temperature"":78.7,""humidity"":38.5,""energyKWh"":3.24,""battery"":82,""alert"":null,""location"":{""zone"":""Z4"",""floor"":2}}"
2026-01-02 21:00:00,DEV005,S03,OK,"{""temperature"":36.1,""humidity"":41.6,""energyKWh"":11.26,""battery"":93,""alert"":null,""location"":{""zone"":""Z1"",""floor"":3}}"
2026-01-02 22:00:00,DEV006,S04,OK,"{""temperature"":60.0,""humidity"":47.1,""energyKWh"":5.94,""battery"":72,""alert"":null,""location"":{""zone"":""Z2"",""floor"":1}}"
2026-01-02 23:00:00,DEV007,S05,OK,"{""temperature"":34.6,""humidity"":39.8,""energyKWh"":5.46,""battery"":74,""alert"":null,""location"":{""zone"":""Z3"",""floor"":2}}"
2026-01-03 00:00:00,DEV008,S06,OK,"{""temperature"":49.1,""humidity"":78.2,""energyKWh"":1.12,""battery"":32,""alert"":null,""location"":{""zone"":""Z4"",""floor"":3}}"
2026-01-03 01:00:00,DEV001,S01,OK,"{""temperature"":26.0,""humidity"":71.4,""energyKWh"":9.71,""battery"":33,""alert"":null,""location"":{""zone"":""Z1"",""floor"":1}}"
2026-01-03 02:00:00,DEV002,S02,OK,"{""temperature"":38.4,""humidity"":44.5,""energyKWh"":5.66,""battery"":74,""alert"":null,""location"":{""zone"":""Z2"",""floor"":2}}"
2026-01-03 03:00:00,DEV003,S03,OK,"{""temperature"":34.1,""humidity"":58.1,""energyKWh"":10.56,""battery"":29,""alert"":""HighTemp"",""location"":{""zone"":""Z3"",""floor"":3}}"
2026-01-03 04:00:00,DEV004,S04,WARN,"{""temperature"":51.2,""humidity"":78.1,""energyKWh"":6.83,""battery"":26,""alert"":null,""location"":{""zone"":""Z4"",""floor"":1}}"
2026-01-03 05:00:00,DEV005,S05,OK,"{""temperature"":65.0,""humidity"":62.0,""energyKWh"":0.67,""battery"":31,""alert"":null,""location"":{""zone"":""Z1"",""floor"":2}}"
2026-01-03 06:00:00,DEV006,S06,OK,"{""temperature"":83.1,""humidity"":77.4,""energyKWh"":2.41,""battery"":82,""alert"":null,""location"":{""zone"":""Z2"",""floor"":3}}"
2026-01-03 07:00:00,DEV007,S01,OK,"{""temperature"":53.8,""humidity"":78.2,""energyKWh"":10.88,""battery"":41,""alert"":null,""location"":{""zone"":""Z3"",""floor"":1}}"
2026-01-03 08:00:00,DEV008,S02,OK,"{""temperature"":47.0,""humidity"":84.3,""energyKWh"":3.55,""battery"":78,""alert"":null,""location"":{""zone"":""Z4"",""floor"":2}}"
2026-01-03 09:00:00,DEV001,S03,OK,"{""temperature"":40.8,""humidity"":69.8,""energyKWh"":8.9,""battery"":91,""alert"":null,""location"":{""zone"":""Z1"",""floor"":3}}"
2026-01-03 10:00:00,DEV002,S04,OK,"{""temperature"":65.7,""humidity"":59.3,""energyKWh"":2.68,""battery"":47,""alert"":null,""location"":{""zone"":""Z2"",""floor"":1}}"
2026-01-03 11:00:00,DEV003,S05,OK,"{""temperature"":85.9,""humidity"":64.0,""energyKWh"":6.74,""battery"":60,""alert"":null,""location"":{""zone"":""Z3"",""floor"":2}}"
2026-01-03 12:00:00,DEV004,S06,OK,"{""temperature"":25.8,""humidity"":64.2,""energyKWh"":6.28,""battery"":87,""alert"":null,""location"":{""zone"":""Z4"",""floor"":3}}"
2026-01-03 13:00:00,DEV005,S01,OK,"{""temperature"":32.4,""humidity"":83.0,""energyKWh"":1.42,""battery"":43,""alert"":null,""location"":{""zone"":""Z1"",""floor"":1}}"
2026-01-03 14:00:00,DEV006,S02,OK,"{""temperature"":26.5,""humidity"":38.4,""energyKWh"":10.41,""battery"":71,""alert"":null,""location"":{""zone"":""Z2"",""floor"":2}}"
2026-01-03 15:00:00,DEV007,S03,OK,"{""temperature"":29.9,""humidity"":79.5,""energyKWh"":3.33,""battery"":96,""alert"":null,""location"":{""zone"":""Z3"",""floor"":3}}"
2026-01-03 16:00:00,DEV008,S04,OK,"{""temperature"":24.6,""humidity"":39.1,""energyKWh"":8.06,""battery"":92,""alert"":null,""location"":{""zone"":""Z4"",""floor"":1}}"
2026-01-03 17:00:00,DEV001,S05,WARN,"{""temperature"":56.5,""humidity"":81.7,""energyKWh"":2.85,""battery"":60,""alert"":null,""location"":{""zone"":""Z1"",""floor"":2}}"
2026-01-03 18:00:00,DEV002,S06,OK,"{""temperature"":37.8,""humidity"":54.8,""energyKWh"":8.22,""battery"":58,""alert"":null,""location"":{""zone"":""Z2"",""floor"":3}}"
2026-01-03 19:00:00,DEV003,S01,OK,"{""temperature"":52.2,""humidity"":81.5,""energyKWh"":11.26,""battery"":21,""alert"":null,""location"":{""zone"":""Z3"",""floor"":1}}"
2026-01-03 20:00:00,DEV004,S02,OK,"{""temperature"":52.2,""humidity"":84.9,""energyKWh"":11.96,""battery"":29,""alert"":""HighTemp"",""location"":{""zone"":""Z4"",""floor"":2}}"
2026-01-03 21:00:00,DEV005,S03,OK,"{""temperature"":57.5,""humidity"":60.3,""energyKWh"":2.02,""battery"":64,""alert"":null,""location"":{""zone"":""Z1"",""floor"":3}}"
2026-01-03 22:00:00,DEV006,S04,OK,"{""temperature"":80.1,""humidity"":79.0,""energyKWh"":4.75,""battery"":40,""alert"":null,""location"":{""zone"":""Z2"",""floor"":1}}"
2026-01-03 23:00:00,DEV007,S05,OK,"{""temperature"":50.9,""humidity"":62.2,""energyKWh"":3.98,""battery"":87,""alert"":null,""location"":{""zone"":""Z3"",""floor"":2}}"
2026-01-04 00:00:00,DEV008,S06,OK,"{""temperature"":22.5,""humidity"":75.9,""energyKWh"":3.94,""battery"":33,""alert"":null,""location"":{""zone"":""Z4"",""floor"":3}}"
2026-01-04 01:00:00,DEV001,S01,OK,"{""temperature"":84.0,""humidity"":41.7,""energyKWh"":1.83,""battery"":33,""alert"":null,""location"":{""zone"":""Z1"",""floor"":1}}"
2026-01-04 02:00:00,DEV002,S02,OK,"{""temperature"":71.0,""humidity"":42.8,""energyKWh"":3.74,""battery"":46,""alert"":null,""location"":{""zone"":""Z2"",""floor"":2}}"
2026-01-04 03:00:00,DEV003,S03,OK,"{""temperature"":69.4,""humidity"":45.2,""energyKWh"":7.79,""battery"":53,""alert"":null,""location"":{""zone"":""Z3"",""floor"":3}}"
2026-01-04 04:00:00,DEV004,S04,OK,"{""temperature"":55.4,""humidity"":47.6,""energyKWh"":10.94,""battery"":26,""alert"":null,""location"":{""zone"":""Z4"",""floor"":1}}"
2026-01-04 05:00:00,DEV005,S05,OK,"{""temperature"":28.1,""humidity"":56.2,""energyKWh"":3.68,""battery"":20,""alert"":null,""location"":{""zone"":""Z1"",""floor"":2}}"
2026-01-04 06:00:00,DEV006,S06,WARN,"{""temperature"":44.0,""humidity"":41.5,""energyKWh"":11.77,""battery"":40,""alert"":null,""location"":{""zone"":""Z2"",""floor"":3}}"
2026-01-04 07:00:00,DEV007,S01,OK,"{""temperature"":70.9,""humidity"":62.6,""energyKWh"":5.42,""battery"":21,""alert"":null,""location"":{""zone"":""Z3"",""floor"":1}}"
2026-01-04 08:00:00,DEV008,S02,OK,"{""temperature"":29.4,""humidity"":82.3,""energyKWh"":8.45,""battery"":39,""alert"":null,""location"":{""zone"":""Z4"",""floor"":2}}"
2026-01-04 09:00:00,DEV001,S03,OK,"{""temperature"":58.0,""humidity"":76.7,""energyKWh"":7.2,""battery"":38,""alert"":null,""location"":{""zone"":""Z1"",""floor"":3}}"
2026-01-04 10:00:00,DEV002,S04,OK,"{""temperature"":50.4,""humidity"":37.1,""energyKWh"":4.69,""battery"":25,""alert"":null,""location"":{""zone"":""Z2"",""floor"":1}}"
2026-01-04 11:00:00,DEV003,S05,OK,"{""temperature"":81.3,""humidity"":45.5,""energyKWh"":3.37,""battery"":33,""alert"":null,""location"":{""zone"":""Z3"",""floor"":2}}"
2026-01-04 12:00:00,DEV004,S06,OK,"{""temperature"":45.3,""humidity"":63.0,""energyKWh"":10.56,""battery"":99,""alert"":null,""location"":{""zone"":""Z4"",""floor"":3}}"
2026-01-04 13:00:00,DEV005,S01,OK,"{""temperature"":71.5,""humidity"":81.3,""energyKWh"":3.22,""battery"":40,""alert"":""HighTemp"",""location"":{""zone"":""Z1"",""floor"":1}}"
2026-01-04 14:00:00,DEV006,S02,OK,"{""temperature"":86.4,""humidity"":75.5,""energyKWh"":10.64,""battery"":23,""alert"":null,""location"":{""zone"":""Z2"",""floor"":2}}"
2026-01-04 15:00:00,DEV007,S03,OK,"{""temperature"":33.8,""humidity"":81.2,""energyKWh"":9.5,""battery"":72,""alert"":null,""location"":{""zone"":""Z3"",""floor"":3}}"
2026-01-04 16:00:00,DEV008,S04,OK,"{""temperature"":74.9,""humidity"":78.2,""energyKWh"":9.82,""battery"":54,""alert"":null,""location"":{""zone"":""Z4"",""floor"":1}}"
2026-01-04 17:00:00,DEV001,S05,OK,"{""temperature"":32.5,""humidity"":70.1,""energyKWh"":4.9,""battery"":24,""alert"":null,""location"":{""zone"":""Z1"",""floor"":2}}"
2026-01-04 18:00:00,DEV002,S06,OK,"{""temperature"":78.7,""humidity"":46.1,""energyKWh"":9.89,""battery"":78,""alert"":null,""location"":{""zone"":""Z2"",""floor"":3}}"
2026-01-04 19:00:00,DEV003,S01,WARN,"{""temperature"":45.1,""humidity"":76.0,""energyKWh"":10.52,""battery"":48,""alert"":null,""location"":{""zone"":""Z3"",""floor"":1}}"
2026-01-04 20:00:00,DEV004,S02,OK,"{""temperature"":23.6,""humidity"":44.7,""energyKWh"":4.28,""battery"":28,""alert"":null,""location"":{""zone"":""Z4"",""floor"":2}}"
2026-01-04 21:00:00,DEV005,S03,OK,"{""temperature"":85.8,""humidity"":49.0,""energyKWh"":7.88,""battery"":71,""alert"":null,""location"":{""zone"":""Z1"",""floor"":3}}"
2026-01-04 22:00:00,DEV006,S04,OK,"{""temperature"":66.8,""humidity"":77.2,""energyKWh"":4.31,""battery"":23,""alert"":null,""location"":{""zone"":""Z2"",""floor"":1}}"
2026-01-04 23:00:00,DEV007,S05,OK,"{""temperature"":29.6,""humidity"":83.5,""energyKWh"":2.55,""battery"":53,""alert"":null,""location"":{""zone"":""Z3"",""floor"":2}}"
2026-01-05 00:00:00,DEV008,S06,OK,"{""temperature"":24.5,""humidity"":64.8,""energyKWh"":4.48,""battery"":60,""alert"":null,""location"":{""zone"":""Z4"",""floor"":3}}"
2026-01-05 01:00:00,DEV001,S01,OK,"{""temperature"":50.8,""humidity"":84.2,""energyKWh"":1.83,""battery"":93,""alert"":null,""location"":{""zone"":""Z1"",""floor"":1}}"
2026-01-05 02:00:00,DEV002,S02,OK,"{""temperature"":34.5,""humidity"":37.2,""energyKWh"":5.51,""battery"":86,""alert"":null,""location"":{""zone"":""Z2"",""floor"":2}}"
2026-01-05 03:00:00,DEV003,S03,OK,"{""temperature"":83.1,""humidity"":61.9,""energyKWh"":8.77,""battery"":45,""alert"":null,""location"":{""zone"":""Z3"",""floor"":3}}"
2026-01-05 04:00:00,DEV004,S04,OK,"{""temperature"":46.0,""humidity"":38.5,""energyKWh"":8.14,""battery"":62,""alert"":null,""location"":{""zone"":""Z4"",""floor"":1}}"
