device_id,timestamp,temperature,humidity,status
D0091,2026-01-01 22:00:00,20.84,62.51,Normal
D0055,2026-01-01 22:05:00,27.76,60.42,Critical
D0047,2026-01-01 22:10:00,28.42,39.55,Normal
D0034,2026-01-01 22:15:00,22.56,77.88,Critical
D0039,2026-01-01 22:20:00,36.02,88.0,Warning
D0034,2026-01-01 22:25:00,24.27,65.49,Warning
D0068,2026-01-01 22:30:00,34.08,56.96,Critical
D0025,2026-01-01 22:35:00,30.77,58.94,Normal
D0038,2026-01-01 22:40:00,27.89,44.32,Critical
D0076,2026-01-01 22:45:00,30.51,78.09,Critical
D0036,2026-01-01 22:50:00,29.25,48.47,Warning
D0064,2026-01-01 22:55:00,36.61,76.97,Normal
D0092,2026-01-01 23:00:00,24.14,67.19,Normal
D0023,2026-01-01 23:05:00,25.56,78.36,Warning
D0071,2026-01-01 23:10:00,26.17,42.81,Warning
D0006,2026-01-01 23:15:00,26.87,59.99,Normal
D0083,2026-01-01 23:20:00,28.63,80.43,Warning
D0027,2026-01-01 23:25:00,26.57,,Warning
D0059,2026-01-01 23:30:00,32.55,57.17,Warning
D0088,2026-01-01 23:35:00,34.43,69.49,Critical
D0100,2026-01-01 23:40:00,31.17,67.94,Critical
D0041,2026-01-01 23:45:00,31.69,60.14,Warning
D0076,2026-01-01 23:50:00,33.16,68.21,Warning
D0097,2026-01-01 23:55:00,22.77,75.89,Normal
D0014,2026-01-02 00:00:00,27.77,57.83,Warning
D0056,2026-01-02 00:05:00,24.88,57.34,Critical
D0055,2026-01-02 00:10:00,27.39,71.11,Critical
D0020,2026-01-02 00:15:00,29.13,74.54,Critical
D0038,2026-01-02 00:20:00,30.12,59.01,Warning
D0095,2026-01-02 00:25:00,34.36,88.74,Critical
D0052,2026-01-02 00:30:00,21.82,52.11,Critical
D0015,2026-01-02 00:35:00,29.74,48.88,Critical
D0088,2026-01-02 00:40:00,29.59,71.79,Critical
D0071,2026-01-02 00:45:00,33.71,68.39,Normal
D0004,2026-01-02 00:50:00,25.5,71.92,Critical
D0045,2026-01-02 00:55:00,30.84,58.15,Normal
D0002,2026-01-02 01:00:00,27.21,84.84,Critical
D0045,2026-01-02 01:05:00,31.17,74.95,Critical
D0076,2026-01-02 01:10:00,22.39,61.74,Normal
D0018,2026-01-02 01:15:00,30.49,77.49,Warning
D0065,2026-01-02 01:20:00,32.64,58.05,Critical
D0070,2026-01-02 01:25:00,30.53,67.56,Critical
D0073,2026-01-02 01:30:00,24.67,52.71,Critical
D0076,2026-01-02 01:35:00,32.99,40.35,Warning
D0050,2026-01-02 01:40:00,22.25,48.63,Warning
D0016,2026-01-02 01:45:00,27.66,67.06,Normal
D0061,2026-01-02 01:50:00,32.75,69.9,Warning
D0054,2026-01-02 01:55:00,24.1,77.58,Critical
D0085,2026-01-02 02:00:00,28.16,67.87,Critical
D0087,2026-01-02 02:05:00,23.63,47.65,Normal
D0083,2026-01-02 02:10:00,32.68,44.09,Critical
D0091,2026-01-02 02:15:00,26.36,46.43,Normal
D0099,2026-01-02 02:20:00,38.75,55.01,Normal
D0006,2026-01-02 02:25:00,,67.43,Normal
D0087,2026-01-02 02:30:00,28.54,63.05,Warning
D0052,2026-01-02 02:35:00,35.77,50.31,Critical
D0007,2026-01-02 02:40:00,33.82,43.99,Warning
D0047,2026-01-02 02:45:00,35.88,60.43,Normal
D0098,2026-01-02 02:50:00,30.36,47.73,Normal
D0029,2026-01-02 02:55:00,31.74,41.04,Warning
D0029,2026-01-02 03:00:00,25.42,45.51,Normal
D0013,2026-01-02 03:05:00,31.65,45.91,Warning
D0088,2026-01-02 03:10:00,30.25,81.3,Critical
D0090,2026-01-02 03:15:00,31.14,66.66,Normal
D0095,2026-01-02 03:20:00,23.92,66.59,Warning
D0070,2026-01-02 03:25:00,36.25,78.27,Critical
D0066,2026-01-02 03:30:00,,51.8,Critical
D0042,2026-01-02 03:35:00,34.0,71.77,Critical
D0068,2026-01-02 03:40:00,23.92,54.25,Critical
D0095,2026-01-02 03:45:00,26.52,62.0,Normal
D0038,2026-01-02 03:50:00,29.04,75.18,Critical
D0030,2026-01-02 03:55:00,27.95,69.26,Warning
D0050,2026-01-02 04:00:00,24.94,83.39,Normal
D0058,2026-01-02 04:05:00,28.14,60.38,Critical
D0094,2026-01-02 04:10:00,31.18,75.76,Normal
D0008,2026-01-02 04:15:00,20.62,79.91,Warning
D0077,2026-01-02 04:20:00,33.84,61.65,Normal
D0086,2026-01-02 04:25:00,21.74,35.76,Warning
D0054,2026-01-02 04:30:00,20.67,43.41,Warning
D0021,2026-01-02 04:35:00,28.8,50.2,Warning
D0080,2026-01-02 04:40:00,27.36,53.94,Critical
D0052,2026-01-02 04:45:00,28.55,75.69,Warning
D0094,2026-01-02 04:50:00,31.25,69.08,Normal
D0100,2026-01-02 04:55:00,22.89,76.35,Normal
D0091,2026-01-02 05:00:00,25.73,53.68,Warning
D0026,2026-01-02 05:05:00,32.72,51.21,Critical
D0001,2026-01-02 05:10:00,30.86,85.03,Warning
D0062,2026-01-02 05:15:00,23.14,74.42,Critical
D0086,2026-01-02 05:20:00,34.94,53.33,Normal
D0084,2026-01-02 05:25:00,34.92,50.92,Normal
D0050,2026-01-02 05:30:00,23.56,54.59,Critical
D0082,2026-01-02 05:35:00,23.15,87.26,Warning
D0071,2026-01-02 05:40:00,31.18,40.87,Normal
D0043,2026-01-02 05:45:00,29.46,78.94,Normal
D0058,2026-01-02 05:50:00,30.62,72.37,Warning
D0054,2026-01-02 05:55:00,34.81,88.1,Critical
D0074,2026-01-02 06:00:00,27.68,58.89,Warning
D0015,2026-01-02 06:05:00,31.98,41.88,Warning
D0089,2026-01-02 06:10:00,24.59,47.84,Normal
D0092,2026-01-02 06:15:00,31.65,74.59,Normal
D0024,2026-01-02 06:20:00,24.71,84.63,Normal
D0017,2026-01-02 06:25:00,28.83,39.1,Warning
D0014,2026-01-02 06:30:00,26.67,45.26,Normal
D0058,2026-01-02 06:35:00,33.02,85.89,Critical
,2026-01-02 06:40:00,29.99,eighty,Normal
D0016,2026-01-02 06:45:00,26.24,42.01,Warning
D0072,2026-01-02 06:50:00,22.62,62.55,Critical
D0090,,28.48,48.6,Warning
D0006,2026-01-02 07:00:00,24.23,89.15,Critical
D0050,2026-01-02 07:05:00,30.17,88.47,Warning
D0069,2026-01-02 07:10:00,37.32,58.57,Critical
D0006,2026-01-02 07:15:00,33.15,63.6,Warning
D0070,2026-01-02 07:20:00,27.23,62.23,Warning
D0042,2026-01-02 07:25:00,37.15,65.16,Normal
D0056,2026-01-02 07:30:00,30.84,38.49,Normal
D0027,2026-01-02 07:35:00,39.35,78.0,Warning
D0039,2026-01-02 07:40:00,31.43,64.44,Critical
D0007,2026-01-02 07:45:00,25.24,58.26,Normal
D0017,2026-01-02 07:50:00,30.34,88.4,Critical
D0045,2026-01-02 07:55:00,35.04,53.54,Normal
D0059,2026-01-02 08:00:00,27.35,73.7,Critical
D0054,2026-01-02 08:05:00,32.17,49.39,Normal
D0085,2026-01-02 08:10:00,29.14,38.04,Critical
D0043,2026-01-02 08:15:00,27.96,68.2,Critical
D0077,2026-01-02 08:20:00,29.38,76.12,Normal
D0066,2026-01-02 08:25:00,31.88,55.5,Normal
D0026,2026-01-02 08:30:00,34.3,56.92,Normal
D0100,2026-01-02 08:35:00,30.23,61.43,Warning
D0049,2026-01-02 08:40:00,31.77,87.05,Warning
D0085,2026-01-02 08:45:00,30.65,59.28,Critical
D0046,2026-01-02 08:50:00,31.66,49.63,Normal
D0095,2026-01-02 08:55:00,33.09,47.99,Warning
D0027,2026-01-02 09:00:00,32.04,66.48,Normal
D0028,2026-01-02 09:05:00,28.54,60.27,Critical
D0011,2026-01-02 09:10:00,24.4,36.51,Normal
D0023,2026-01-02 09:15:00,26.75,47.08,Warning
D0028,2026-01-02 09:20:00,26.65,49.72,Normal
D0011,2026-01-02 09:25:00,26.7,52.8,Warning
D0058,2026-01-02 09:30:00,32.28,73.83,Warning
D0048,2026-01-02 09:35:00,24.38,64.78,Critical
D0006,2026-01-02 09:40:00,24.65,77.61,Warning
D0028,2026-01-02 09:45:00,29.26,62.86,Critical
D0071,2026-01-02 09:50:00,30.94,37.77,Critical
D0014,2026-01-02 09:55:00,32.21,51.4,Warning
D0086,2026-01-02 10:00:00,29.52,54.29,Normal
D0004,2026-01-02 10:05:00,26.46,63.82,Normal
D0032,2026-01-02 10:10:00,21.97,89.51,Warning
D0018,2026-01-02 10:15:00,19.09,36.87,Critical
D0005,2026-01-02 10:20:00,26.1,52.3,Warning
D0005,2026-01-02 10:25:00,29.93,82.47,Critical
D0050,2026-01-02 10:30:00,30.32,,Warning
D0077,2026-01-02 10:35:00,35.69,47.64,Warning
D0024,2026-01-02 10:40:00,30.12,75.23,Critical
D0077,2026-01-02 10:45:00,19.52,48.56,Normal
D0090,2026-01-02 10:50:00,28.64,66.41,Normal
D0031,2026-01-02 10:55:00,25.43,80.31,Critical
D0042,2026-01-02 11:00:00,31.71,35.17,Warning
D0055,2026-01-02 11:05:00,25.58,66.6,Warning
D0010,2026-01-02 11:10:00,30.73,84.38,Warning
D0073,2026-01-02 11:15:00,26.78,56.84,Critical
D0062,2026-01-02 11:20:00,26.48,64.84,Normal
D0059,2026-01-02 11:25:00,38.22,74.49,Normal
D0003,2026-01-02 11:30:00,28.29,88.0,Warning
D0095,2026-01-02 11:35:00,29.61,63.46,Normal
D0039,2026-01-02 11:40:00,27.23,59.28,Warning
D0060,2026-01-02 11:45:00,32.13,76.73,Normal
D0015,2026-01-02 11:50:00,36.34,73.34,Critical
D0054,2026-01-02 11:55:00,28.49,79.92,Critical
D0048,2026-01-02 12:00:00,32.26,61.86,Critical
D0032,2026-25-01 12:00:00,25.98,76.77,Critical
D0012,2026-01-02 12:10:00,22.7,44.31,Critical
D0077,2026-01-02 12:15:00,36.32,88.89,Critical
D0031,2026-01-02 12:20:00,27.52,65.72,Warning
D0030,2026-01-02 12:25:00,30.71,61.18,Warning
D0026,2026-01-02 12:30:00,33.61,56.17,Warning
D0033,2026-01-02 12:35:00,25.15,83.17,Normal
D0090,2026-01-02 12:40:00,26.77,89.43,Normal
D0056,2026-01-02 12:45:00,27.5,67.63,Normal
D0053,2026-01-02 12:50:00,32.05,87.4,Normal
D0051,2026-01-02 12:55:00,26.24,67.21,Warning
D0047,2026-01-02 13:00:00,25.22,47.53,Warning
D0008,2026-01-02 13:05:00,23.46,50.34,Warning
D0024,2026-01-02 13:10:00,28.43,50.28,Normal
D0066,2026-01-02 13:15:00,25.26,44.82,Warning
D0073,2026-01-02 13:20:00,26.08,89.62,Warning
D0060,2026-01-02 13:25:00,31.52,47.81,Warning
D0063,2026-01-02 13:30:00,23.08,72.5,Normal
D0078,2026-01-02 13:35:00,27.46,52.72,Critical
D0005,2026-01-02 13:40:00,33.52,70.92,Critical
D0016,2026-01-02 13:45:00,27.07,38.74,Warning
D0045,2026-01-02 13:50:00,26.09,61.99,Warning
D0089,2026-01-02 13:55:00,29.51,68.77,Normal
D0021,2026-01-02 14:00:00,27.23,61.57,Warning
D0019,2026-01-02 14:05:00,28.32,74.69,Critical
D0038,2026-01-02 14:10:00,30.33,74.66,Warning
D0032,2026-01-02 14:15:00,33.47,72.28,Warning
D0009,2026-01-02 14:20:00,28.01,83.44,Normal
D0025,2026-01-02 14:25:00,32.42,55.66,Warning
D0013,2026-01-02 14:30:00,26.0,60.31,Normal
D0013,2026-01-02 14:35:00,33.44,66.91,Warning
D0065,2026-01-02 14:40:00,29.17,46.18,Warning
D0017,2026-01-02 14:45:00,28.46,85.15,Normal
D0026,2026-01-02 14:50:00,31.66,59.85,Normal
D0013,2026-01-02 14:55:00,24.54,51.64,Warning
D0008,2026-01-02 15:00:00,32.46,60.2,Normal
D0027,2026-01-02 15:05:00,29.07,77.34,Critical
D0027,2026-01-02 15:10:00,28.4,45.64,Critical
D0088,2026-01-02 15:15:00,29.96,68.04,Warning
D0052,2026-01-02 15:20:00,26.91,55.41,Warning
D0026,2026-01-02 15:25:00,31.21,49.1,Normal
D0077,2026-01-02 15:30:00,35.25,72.03,Normal
D0064,2026-01-02 15:35:00,27.36,53.71,Critical
D0003,2026-01-02 15:40:00,26.04,75.66,Critical
D0047,2026-01-02 15:45:00,30.12,82.18,Warning
D0042,2026-01-02 15:50:00,32.87,74.54,Critical
D0043,2026-01-02 15:55:00,23.81,79.62,Normal
D0037,2026-01-02 16:00:00,27.41,65.78,Warning
D0078,2026-01-02 16:05:00,33.03,78.36,Warning
D0002,2026-01-02 16:10:00,27.51,66.44,Normal
